Player,Team_x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,WS,WS/48,Pick,Pos,Weight,Age,Pre-Draft Team,Agility,Shuttle Run,Sprint,Standing Vertical,Max Vertical Leap,Max Bench Press,Body Fat Percentage,Hand Length,Hand Width,Heightw/oshoesinches,Heightw/shoesinches,Standing_Reach_inches,Wingspan_inches
Hilton Armstrong,UConn,34,27.7,3.47,5.71,0.608,0.03,0.06,0.5,2.71,3.91,0.692,2.26,2.76,2,4.65,6.65,0.74,0.62,3.15,9.68,0.64,0.611,180,8.2,16.3,12.5,4.5,23,1.3,10.3,16.4,-6,1.7,110.6,89.8,20.8,349.1,18.1,1.5,0.068,12,PF/C,235,21,Connecticut,12.28,-,3.53,28.5,31.5,13,0.063,-,-,81.5,82.25,109,88
Russell Westbrook,UCLA,39,33.8,4.67,10.03,0.465,0.67,1.97,0.338,2.74,3.85,0.713,2.46,2.38,1.56,2.36,3.92,4.28,1.62,0.18,12.74,0.538,0.499,151.6,5.9,8.4,7.2,24.4,17.2,3,0.6,21.9,1.2,1.3,113.1,92.4,20.7,372,18.4,14,0.245,4,PG,200,19,UCLA,10.98,-,3.08,30,36.5,12,0.048,-,-,74.25,75.5,100,79.75
Quincy Miller,BU,37,24.4,3.73,8.35,0.447,0.65,1.86,0.348,2.51,3.08,0.816,1.78,1.86,1.46,3.46,4.92,1.41,0.68,0.65,10.62,0.541,0.485,161,7.5,16.1,12,11.4,15.4,1.7,2.9,23.9,-3.5,1.3,110.1,97.7,12.4,269,18.6,0,-0.051,38,PF,210,19,Baylor,11.05,-,3.48,30.5,36,8,0.078,9.25,10.25,80.75,82,105,85.25
Ed Davis,UNC,24,26.9,4.62,8,0.578,0,0,0,3.62,5.5,0.659,1.92,1.75,2.75,6.42,9.17,0.92,0.42,2.67,12.88,0.532,0.515,108.8,12.8,23.1,18.2,4.7,14.8,1,8.4,17.4,-3.3,1.3,111.4,90.4,21,308.8,18.8,6.7,0.192,13,PF,245,21,North Carolina,11.7,-,3.21,31,36,-,0.1,9.25,10,81,81.75,108,84
Luc Mbah a Moute,UCLA,39,29.5,3.44,6.38,0.538,0.13,0.97,0.132,2.08,2.87,0.723,1.67,2.51,3,5.15,8.15,1.33,1.1,0.56,9.08,0.586,0.548,139.3,13.3,21.3,17.4,9.3,17.7,2.4,2,17.2,-2.8,1.4,116.9,88.6,28.3,396,19,4.8,0.109,37,SF,230,21,UCLA,11.71,-,3.17,32,38.5,11,0.07,-,-,77.75,79.5,103.5,86.5
Ramon Sessions,UNR,34,30.2,4.12,9.12,0.452,0.56,1.47,0.38,3.47,4.21,0.825,2.5,1.21,1.12,3.62,4.74,4.68,0.85,0.21,12.26,0.552,0.482,165.7,4.7,12.6,9.1,27.9,18.4,1.7,0.6,22.9,2,1.3,114.9,100.3,14.6,350.6,19.1,5.6,0.123,56,PG,190,21,Nevada,11.65,-,3.27,29.5,33.5,8,0.062,-,-,74,75.75,97.5,76.25
Fab Melo,SU,30,25.3,3.27,5.77,0.566,0,0,0,1.27,2,0.633,1.5,2.83,2.63,3.2,5.83,0.67,0.5,2.9,7.8,0.581,0.566,120,11.9,13.5,12.8,4.6,18.3,1.2,12.7,16.4,-4.3,1.4,111.7,90.6,21.1,267.2,19.3,0,0.021,22,C,255,22,Syracuse,12.14,-,3.44,29.5,31,9,0.092,9,10,82.75,84,110,86.5
Andre Iguodala,U of A,30,32.1,4.43,9.83,0.451,0.77,2.43,0.315,3.1,3.93,0.788,2.77,2.5,2.47,6.13,8.6,4.9,1.6,0.37,12.93,0.553,0.49,155.4,8.4,19.1,14,24.3,19.1,2.7,1.1,20.4,1.4,1.3,115.2,101.6,13.6,420,19.7,9.6,0.143,9,SF/SG,215,20,Arizona,11.17,-,3.18,30.5,34.5,4,0.067,-,-,77.75,78.75,105.5,83
Michael Carter-Williams,SU,40,35.2,3.88,9.85,0.393,0.88,2.98,0.294,3.23,4.65,0.694,3.42,2.3,1.27,3.6,4.88,7.28,2.77,0.47,11.85,0.491,0.438,138.1,4,11.1,7.6,40.1,22.1,4.8,1.7,22.2,4.1,1.2,104.8,86.8,18,505.8,19.9,1.3,0.026,11,PG/SG,190,21,Syracuse,10.68,3.7,3.22,31.5,41,8,0.044,7.5,8.5,76.75,77.75,101,79.25
DeAndre Jordan,TAMU,35,20.1,3.23,5.23,0.617,0,0,0,1.49,3.4,0.437,1.63,1.91,1.89,4.11,6,0.43,0.2,1.26,7.94,0.58,0.617,105.4,11.7,22.5,17.4,4.6,19.2,0.6,6.7,22.1,-7.1,1.5,103.7,88.9,14.8,245.6,20,12.8,0.217,35,C,265,19,Texas A&M,12.3,-,3.27,26,30.5,8,0.075,-,-,81.75,83,113.5,90
Daequan Cook,OSU,39,19.7,3.62,8.13,0.445,1.38,3.33,0.415,1.18,1.69,0.697,1.44,1.69,0.72,3.56,4.28,1.03,0.72,0.26,9.79,0.548,0.53,155.7,4.4,20.6,12.7,11,13.8,2.2,1.4,27.4,-3.9,1.2,106.1,92.4,13.7,240.8,20.2,2.2,0.056,21,SG,205,20,Ohio State,11.12,-,3.22,30,34.5,4,0.07,-,-,75,77.75,101.5,80.25
Josh Harrellson,UK,38,28.5,3.34,5.47,0.611,0.05,0.26,0.2,0.87,1.47,0.589,0.74,2.39,3.68,4.97,8.66,0.79,0.92,1.53,7.61,0.616,0.615,140,15,19.3,17.2,5.1,10.7,1.9,5.3,12.5,-0.7,1.4,134.1,91.3,42.8,443.2,20.5,1.4,0.127,45,C,275,22,Kentucky,,,,,,,,,,,,,
Robin Lopez,SU,36,24.5,3.89,7.28,0.534,0.03,0.03,1,2.39,3.67,0.652,1.75,2.61,2.58,3.08,5.67,0.61,0.5,2.25,10.19,0.565,0.536,218.6,12,13.9,13,5.4,16.2,1.2,8.9,22.7,-5.6,1.4,109.7,94.3,15.4,308.2,20.5,9.5,0.176,15,C/PF,277,20,Stanford,,,,,,,,,,,,,
Rajon Rondo,UK,34,31,4.32,8.97,0.482,0.53,1.94,0.273,2,3.5,0.571,2.32,2.06,1.09,5.12,6.21,4.91,2.03,0.15,11.18,0.526,0.511,132.6,4,18.6,11.4,31.4,17.9,4,0.5,21.2,3.1,1.2,110,94.4,15.6,401.1,20.5,9.9,0.179,21,PG,186,20,Kentucky,,,,,,,,,,,,,
Kyle Weaver,WSU,35,33.1,3.94,8.51,0.463,0.69,1.89,0.364,3.6,4.91,0.733,2.77,1.89,1.06,4.2,5.26,4.31,1.71,0.71,12.17,0.563,0.504,149.4,6.3,14.2,10.3,28.6,21.5,3.8,3.9,21.7,1.1,1.4,109,92.8,16.2,422.1,20.9,1.2,0.049,38,SG/PG,200,22,Washington State,,,,,,,,,,,,,
Miles Plumlee,DUKE,34,20.5,2.62,4.29,0.61,0,0,0,1.41,2.24,0.632,1.24,2.29,2.91,4.18,7.09,0.53,0.53,0.94,6.65,0.621,0.61,124.1,16.7,22.6,19.7,5.1,18.7,1.5,4.2,16.1,-4.3,1.5,121.2,95.1,26,280.5,20.9,4,0.098,26,C/PF,249,23,Duke,10.64,-,3.36,34,40.5,15,0.114,9.25,9,82.5,83.75,105.5,84.75
Kyle Lowry,VILL,33,29.3,3.55,7.61,0.466,0.24,0.55,0.444,3.67,4.67,0.786,2.12,2.85,1.82,2.52,4.33,3.7,2.33,0.24,11,0.56,0.482,169.6,6.8,10.1,8.4,25.9,17.8,4.8,0.9,20.5,1.2,1.4,117.6,92.5,25.1,329.2,21,11.7,0.197,24,PG,196,20,Villanova,,,,,,,,,,,,,
Andre Drummond,UConn,34,28.5,4.62,8.59,0.538,0,0.06,0,0.76,2.59,0.295,1.53,2.21,3.35,4.21,7.56,0.44,0.82,2.71,10,0.509,0.538,83.3,13.9,15.6,14.8,3.4,13.5,1.8,9.9,20.8,-4.6,1.2,103.4,95.8,7.6,354.8,21.1,9.9,0.182,9,C/PF,279,18,Connecticut,10.83,-,3.39,31.5,33.5,10,0.075,9.5,9.5,81.75,83.75,109.5,90.25
Marvin Williams,UNC,36,22.2,3.47,6.86,0.506,0.53,1.22,0.432,3.83,4.53,0.847,1.56,2.56,1.81,4.83,6.64,0.72,1.08,0.47,11.31,0.627,0.545,178.5,9,21.4,15.6,5.4,14.7,2.6,2.2,21.2,-4.2,1.6,124.3,89.6,34.8,336.1,21.2,7.8,0.161,2,PF/SF,237,19,North Carolina,11.11,-,3.17,29.5,35,12,-%,-,-,79,80.25,108,87.5
Josh McRoberts,DUKE,33,35.2,4.97,9.91,0.502,0.15,0.7,0.217,2.94,4.42,0.664,2.42,2.52,2.09,5.79,7.88,3.45,1.18,2.48,13.03,0.542,0.509,138.3,7.4,19.1,13.4,20.6,16.8,2,6.9,21.1,-0.4,1.3,111.6,88.8,22.8,455.8,21.3,6.5,0.132,37,PF/C,240,20,Duke,11.7,-,3.47,27.5,31.5,12,0.137,-,-,80,82,106.5,85
Steven Adams,PITT,32,23.4,3.12,5.47,0.571,0,0,0,0.97,2.19,0.443,1.09,1.62,2.81,3.53,6.34,0.62,0.66,2.03,7.22,0.555,0.571,101.4,15.2,19.2,17.2,5.4,14.4,1.9,11.2,17.6,-3.2,1.3,113,86.3,26.7,293.2,21.5,7.8,0.197,12,C,255,19,Pittsburgh,11.85,3.02,3.4,28.5,33,16,0.0665,9.5,11,82.75,84,109.5,88.5
Sasha Kaun,KU,33,19.3,3.15,5.61,0.562,0,0,0,1.85,3.45,0.535,0.7,2.27,2,4.55,6.55,0.36,0.55,1.09,8.15,0.562,0.562,109.7,9.7,19.8,15.1,3.6,8.8,1.6,5.9,19.8,-2.3,1.5,115.5,82.7,32.8,271.5,21.6,0.2,0.096,56,C,250,23,Kansas,12.06,-,3.2,29,32,13,0.096,-,-,81,82.75,110,88
Byron Mullens,OSU,33,20.3,3.64,5.7,0.638,0,0.03,0,1.58,2.82,0.559,1.55,2.06,1.67,3,4.67,0.27,0.48,1.12,8.85,0.629,0.638,119.7,11.5,17.2,14.6,3.3,18,1.5,6.8,24,-7.2,1.6,109.5,96.4,13.2,222.4,21.8,0.5,0.057,24,C,275,20,Ohio State,11.1,-,3.45,28.5,32.5,10,0.085,-,-,83.75,85.25,111,85.5
Bobby Jones,UW,31,24.6,4.2,7.4,0.57,0,0.3,0.125,2.8,4.2,0.664,1.1,3.8,1.9,3,4.9,0.8,1.2,0.5,11.2,0.598,0.571,170.8,6.5,8.3,7.4,10.5,12.3,2.6,1.5,19,-0.9,1.5,125.6,111,14.6,304.6,22.1,0.8,0.07,37,F,215,22,Washington,11.23,-,3.28,28.5,34.5,15,0.08,-,-,77.75,78.75,101.5,81.5
Joey Dorsey,UM,37,25.2,3.27,5.32,0.614,0,0.03,0,1.92,4.11,0.467,1.7,2.86,4.38,5,9.38,0.35,1.43,2.19,8.46,0.581,0.614,108.1,18.5,21.8,20.1,2.5,19,3.2,9,16.6,-5.5,1.6,113,81.5,31.4,440,22.3,1.9,0.108,33,FC,275,24,Memphis,11.84,-,3.2,27.5,33,19,0.09,-,-,78.25,79.25,107,85.75
Julian Wright,KU,38,27.6,5,9.11,0.549,0.08,0.34,0.231,1.92,3.13,0.613,2.39,2.5,2.53,5.32,7.84,2.16,1.45,1.29,12,0.566,0.553,139.3,10.8,20.2,15.8,14.5,18.4,3,5.3,22.9,-3.3,1.3,109.1,82.9,26.2,446.9,22.3,1.7,0.126,13,F,225,20,Kansas,11.48,-,3.36,28.5,33.5,2,0.061,-,-,78.5,80.5,108,86.25
Gorgui Dieng,U of L,33,31.1,3.79,7.09,0.534,0,0,0,2.21,3.39,0.652,1.79,2.58,3.42,5.97,9.39,2,1.33,2.52,9.79,0.562,0.534,118.6,12.9,22.3,17.6,12.6,17,2.6,9.4,17.1,-1.5,1.4,115.7,81.5,34.2,457.8,22.4,5.9,0.127,21,C,240,23,Louisville,-,-,-,-,-,-,0.0535,9,10,81.75,82.75,111.5,87.5
Mike Conley,OSU,39,31.6,4.1,7.92,0.518,0.54,1.77,0.304,2.56,3.69,0.694,2.21,1.54,0.69,2.74,3.44,6.1,2.23,0.26,11.31,0.584,0.552,151.7,2.7,9.9,6.4,36.6,18.6,4.3,0.9,19.7,6.1,1.4,121,93.3,27.7,481.5,22.4,10,0.209,4,PG,175,19,Ohio State,11.63,-,3.09,35.5,40.5,13,0.042,-,-,71,72.75,94.5,77.75
Solomon Alabi,FSU,32,25.6,4.16,7.78,0.534,0,0,0,3.38,4.25,0.794,1.91,2.34,2.47,3.72,6.19,0.5,0.62,2.34,11.69,0.596,0.534,132.8,11.5,15.8,13.8,4.4,16.3,1.5,10.6,22.8,-6.1,1.5,114.3,88.3,26,317,22.5,0.2,0.083,50,C,250,22,Florida State,13.2,-,3.68,22.5,26,10,0.05,9.25,9.25,83.5,84.75,113,89
Alex Len,UMD,38,26.4,4.55,8.53,0.534,0.03,0.21,0.125,2.76,4.03,0.686,1.58,2.63,2.87,4.97,7.84,0.97,0.21,2.05,11.89,0.57,0.535,134.5,13.2,19.4,16.5,7.8,13.1,0.5,8,22.8,-3.5,1.4,116.2,91.8,24.4,415.4,23,3.5,0.155,5,C,260,20,Maryland,-,-,-,-,-,-,0.064,9,10.75,,,,87.5
Darrell Arthur,KU,40,24.7,5.35,9.85,0.543,0.05,0.3,0.167,2,2.85,0.702,1.88,2.95,2.3,3.95,6.25,0.82,0.5,1.32,12.75,0.558,0.538,118.5,12.7,14.4,13.6,4.7,13.4,2.6,8.8,26.1,-5.4,1.3,110.4,84.9,25.5,275.6,23,3.8,0.113,27,PF,235,20,Kansas,12.18,-,3.14,28.5,30,12,0.073,-,-,79.5,80.5,107,82.75
Erik Murphy,UF,36,26.4,4.56,8.83,0.516,2,4.42,0.453,1.11,1.42,0.784,1.42,2.81,1.61,3.92,5.53,1.39,0.64,0.69,12.22,0.643,0.629,175.3,7.7,17.4,12.7,11.1,13,1.5,3.1,22.4,-2,1.4,124.8,85.8,39.1,342.6,23.1,-0.1,-0.055,49,PF,240,22,Florida,12.19,2.96,3.57,24.5,29.5,13,0.0795,8.75,9.75,80.75,81.5,108,82.5
Cedric Simmons,NCST,32,27.5,4,6.81,0.587,0.06,0.06,1,3.75,5.53,0.678,1.84,3.06,1.69,5.91,7.59,1.62,0.66,2.34,11.81,0.626,0.592,226.5,6.4,21.2,14,12.8,16.3,1.4,8.9,22,-2.8,1.7,116.9,91.6,25.3,383.9,23.3,0.3,0.025,15,FC,235,20,NC State,11.05,-,3.31,30.5,35,15,0.056,-,-,80.25,81.5,108.5,88.25
Bernard James,FSU,35,28,4.49,7.4,0.606,0,0,0,1.83,3.31,0.552,2.09,1.94,3.06,5.06,8.11,0.46,0.74,2.34,10.8,0.627,0.657,116.2,11.7,18.6,15.3,2.5,17.6,2.3,13.5,19.4,-6,1.6,112.2,83.6,28.6,325.9,23.6,1.2,0.125,33,C,230,27,Florida State,11.84,-,3.4,30,32.5,6,0.05,9,9.25,80.75,82,108.5,87
Mario Chalmers,KU,39,30,4.21,8.15,0.516,1.87,4,0.468,2.49,3.33,0.746,1.92,2.54,0.36,2.72,3.08,4.33,2.49,0.59,12.77,0.656,0.631,173,1.5,9.9,6,24.5,16.5,5,2.4,19.4,3.2,1.6,128.8,86.6,42.2,468.8,23.6,5.2,0.12,34,PG,190,22,Kansas,,,,,,,,,,,,,
Jeremy Evans,WKU,34,26.5,4.03,6.21,0.649,0.09,0.35,0.25,1.88,2.74,0.688,1.06,2.88,2.94,3.97,6.91,0.74,0.82,1.79,10.03,0.668,0.656,158.7,13.2,17.8,15.5,5.9,12.4,1.9,7.2,16.8,-2.2,1.6,133,95.4,37.6,378.1,23.8,2.8,0.112,55,PF,200,22,Western Kentucky,,,,,,,,,,,,,
Darnell Jackson,KU,40,24.3,4.28,6.83,0.626,0.05,0.15,0.333,2.58,3.73,0.691,1.27,2.25,2.02,4.65,6.67,1.07,0.78,0.47,11.18,0.65,0.63,165.1,10.5,20.9,16.1,8,12.9,1.9,2.3,20.2,-2.3,1.6,128.4,87.9,40.5,403.9,23.8,0.8,0.094,52,PF,241,22,Kansas,11.75,-,3.26,27,31,11,0.125,-,-,79,79.75,106.5,83.25
Renaldo Balkman,USC,38,25.3,4,6.58,0.608,0.11,0.34,0.308,1.47,2.74,0.538,1.66,2.21,1.97,3.97,5.95,1.87,1.61,1.24,9.58,0.608,0.616,145.4,10,20.8,15.3,15.7,17.4,4.1,5.9,20.7,-1.8,1.5,116,92.7,23.4,399.8,24.4,2.8,0.125,20,SF/PF,208,21,South Carolina,11.58,-,3.22,30.5,35,9,0.049,-,-,77.25,78.5,104.5,85
Al Horford,UF,38,27.8,4.89,8.05,0.608,0,0.08,0,3.42,5.32,0.644,1.79,2.47,2.53,6.95,9.47,2.16,0.74,1.84,13.21,0.624,0.608,125.1,12.2,27.2,20.5,14.8,14.5,1.6,6.7,22.7,-1.3,1.6,126.5,85.9,40.6,555.8,27.9,10.9,0.183,3,C/PF,245,21,Florida,12.15,-,3.37,31,35.5,20,0.091,-,-,80,81.75,107,84.75
Dexter Pittman,UT,34,19.1,4.12,6.29,0.654,0,0,0,2.21,3.97,0.556,1.76,2.65,2.97,2.88,5.85,0.5,0.35,1.85,10.44,0.642,0.616,130.7,17.9,19,18.5,5.3,15.4,1.3,5.9,27.5,-7,1.7,122.6,93.3,29.3,273.8,29.8,0.6,0.101,32,C,285,22,Texas,-,-,-,-,-,-,0.208,10.25,10.5,81.5,83.5,111,90
